,Unnamed: 0,created_at,id,id_str,lang,place,text,user,Country,City,Coordinates,ComunidadAutonoma,IsFood
0,0,2019-04-14 00:00:09.000,1.1172159318082191e+18,1.1172159318082191e+18,es,"{'id': '0df6ac4d361d4e0e', 'url': 'https://api.twitter.com/1.1/geo/id/0df6ac4d361d4e0e.json', 'place_type': 'city', 'name': 'Vigo', 'full_name': 'Vigo, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-8.916355, 42.12938], [-8.916355, 42.264735], [-8.626759, 42.264735], [-8.626759, 42.12938]]]}, 'attributes': {}}",A este pavo lo vi yo de fiesta en Blaster EN BLASTER Y LO TUVE AL LADO,"{'id': 1430512622, 'id_str': '1430512622', 'name': 'Car', 'screen_name': 'carlagarrr', 'location': 'Compostela/Vigo/Xinzo de Limia', 'url': 'http://instagram.com/carlagar3', 'description': 'bball ¯\\_(ツ)_/¯', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 653, 'friends_count': 314, 'listed_count': 8, 'favourites_count': 3762, 'statuses_count': 13693, 'created_at': 'Wed May 15 13:23:27 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '642D8B', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme10/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme10/bg.gif', 'profile_background_tile': True, 'profile_link_color': 'FAB81E', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '7AC3EE', 'profile_text_color': '3D1957', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1081321638082293760/9BtrRkku_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1081321638082293760/9BtrRkku_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1430512622/1526217331', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Vigo,"(-8.916355, 42.12938)",Galicia,yes
1,1,2019-04-14 00:02:10.000,1.1172164366429144e+18,1.1172164366429144e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}","Metro DISCO Pase VIP pídelo por whatsapp: +34690782212 
Facebook: josegamboarrpp(agrégame)

Domingo de carne en Met… https://t.co/69j147YyVo","{'id': 464434841, 'id_str': '464434841', 'name': 'José Gamboa', 'screen_name': 'josegamboarrpp', 'location': 'Barcelona', 'url': 'http://www.facebook.com/josegamboarrpp', 'description': 'Pídeme GuestList, descuentos, reservas VIP, entradas, para Pervert Club, Que trabaje Rita, Golfus, Metro Disco  o fiestas en Bcn España WHATSAPP AL 690782212', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 395, 'friends_count': 676, 'listed_count': 27, 'favourites_count': 6, 'statuses_count': 15059, 'created_at': 'Sun Jan 15 06:51:22 +0000 2012', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '0099B9', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme4/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme4/bg.gif', 'profile_background_tile': False, 'profile_link_color': '0099B9', 'profile_sidebar_border_color': '5ED4DC', 'profile_sidebar_fill_color': '95E8EC', 'profile_text_color': '3C3940', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/557665815386800128/LlYP-maZ_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/557665815386800128/LlYP-maZ_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/464434841/1421792908', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Barcelona,"(2.052477, 41.317048)",Cataluña,yes
2,2,2019-04-14 00:03:34.000,1.117216791535784e+18,1.117216791535784e+18,es,"{'id': '00ab08eef1b62e92', 'url': 'https://api.twitter.com/1.1/geo/id/00ab08eef1b62e92.json', 'place_type': 'city', 'name': 'Las Palmas de Gran Canaria', 'full_name': 'Las Palmas de Gran Canaria, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-15.525504, 28.024813], [-15.525504, 28.181213], [-15.394194, 28.181213], [-15.394194, 28.024813]]]}, 'attributes': {}}",¿Por qué hay plátano en una pizza? Qué pasa? POLICÍA!!!,"{'id': 3082592437, 'id_str': '3082592437', 'name': '🇮🇨 𝔼𝕃ℙ𝔼 ℝ𝔼𝕋𝔸 💛💙', 'screen_name': 'luishrUD', 'location': 'Las Palmas de Gran Canaria, Es', 'url': None, 'description': '¿Qué miras tonto?', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 380, 'friends_count': 481, 'listed_count': 3, 'favourites_count': 24272, 'statuses_count': 26533, 'created_at': 'Sat Mar 14 22:16:32 +0000 2015', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'FAB81E', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1107624528669278208/f29beoYn_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1107624528669278208/f29beoYn_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3082592437/1528643922', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Las Palmas de Gran Canaria,"(-15.525504, 28.024813)",Islas Canarias,yes
3,3,2019-04-14 00:07:04.000,1.1172176722893128e+18,1.1172176722893128e+18,es,"{'id': 'c8256964da571001', 'url': 'https://api.twitter.com/1.1/geo/id/c8256964da571001.json', 'place_type': 'city', 'name': 'Tomelloso', 'full_name': 'Tomelloso, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.058134, 39.090079], [-3.058134, 39.350577], [-2.874078, 39.350577], [-2.874078, 39.090079]]]}, 'attributes': {}}",No me acordaba de este pavo y que hace por mi TL? PREGUNTO,"{'id': 740691096, 'id_str': '740691096', 'name': 'LaPili', 'screen_name': 'Pilarcasti97', 'location': 'Tomelloso, España', 'url': None, 'description': 'Fotografía en la EASDAL.', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 640, 'friends_count': 301, 'listed_count': 5, 'favourites_count': 12850, 'statuses_count': 28991, 'created_at': 'Mon Aug 06 14:02:35 +0000 2012', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '89C9FA', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1099067704194011136/j9gVPXeK_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1099067704194011136/j9gVPXeK_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/740691096/1550873136', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Tomelloso,"(-3.058134, 39.090079)",Castilla la Mancha,yes
7,7,2019-04-14 00:11:11.000,1.1172187093644576e+18,1.1172187093644576e+18,es,"{'id': '3a9c654a445000f6', 'url': 'https://api.twitter.com/1.1/geo/id/3a9c654a445000f6.json', 'place_type': 'city', 'name': 'Getafe', 'full_name': 'Getafe, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.761318, 40.266415], [-3.761318, 40.334686], [-3.570016, 40.334686], [-3.570016, 40.266415]]]}, 'attributes': {}}",@miguelrb508 @chukofpicks @Pablo_Iglesias_ Cuanto gazpacho se pincha le gente!!!!!,"{'id': 1024747656, 'id_str': '1024747656', 'name': 'O-SOTO-GARI', 'screen_name': 'o_soto_gari', 'location': 'Getafe/Madrid(España)', 'url': None, 'description': None, 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 176, 'friends_count': 408, 'listed_count': 3, 'favourites_count': 53, 'statuses_count': 3413, 'created_at': 'Thu Dec 20 18:19:43 +0000 2012', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C6E2EE', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme2/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme2/bg.gif', 'profile_background_tile': False, 'profile_link_color': '1F98C7', 'profile_sidebar_border_color': 'C6E2EE', 'profile_sidebar_fill_color': 'DAECF4', 'profile_text_color': '663B12', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/427555137880854528/2nMWlhSR_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/427555137880854528/2nMWlhSR_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1024747656/1411237128', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Getafe,"(-3.761318, 40.266415)",Madrid,yes
10,11,2019-04-14 00:24:44.000,1.1172221181592004e+18,1.1172221181592004e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}","Solo 3 personas de toda mi vida saben que guardo galletas en mis bolsillos, una de ellas murió el año pasado 🦋, aho… https://t.co/DnSZE4c1Os","{'id': 1142787614, 'id_str': '1142787614', 'name': 'Josue Iglesias', 'screen_name': 'kevinlacho6', 'location': 'Comunidad de Madrid, España', 'url': 'http://youtube.com/Jkevinbone', 'description': '20 (a) - Actor -Fanático de los sueños ☕ Instagram: @kev.josh', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 726, 'friends_count': 1842, 'listed_count': 0, 'favourites_count': 23122, 'statuses_count': 3078, 'created_at': 'Sat Feb 02 16:03:46 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '022330', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme15/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme15/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'A8C7F7', 'profile_sidebar_fill_color': 'C0DFEC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1071851271806701568/WlbyPEtY_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1071851271806701568/WlbyPEtY_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1142787614/1544384233', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Madrid,"(-3.889005, 40.312071)",Madrid,yes
12,13,2019-04-14 00:32:17.000,1.1172240197392508e+18,1.1172240197392508e+18,es,"{'id': '0df6ac4d361d4e0e', 'url': 'https://api.twitter.com/1.1/geo/id/0df6ac4d361d4e0e.json', 'place_type': 'city', 'name': 'Vigo', 'full_name': 'Vigo, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-8.916355, 42.12938], [-8.916355, 42.264735], [-8.626759, 42.264735], [-8.626759, 42.12938]]]}, 'attributes': {}}","@AnyiColomer @Dragon_Ball_B_R No,son palomitas y aros de maiz","{'id': 1145433200, 'id_str': '1145433200', 'name': 'Demoncrowley09', 'screen_name': 'Demoncrowley09', 'location': 'Vigo, España', 'url': 'https://www.youtube.com/channel/UCejXPDKrsIoyVZDAyiKHIlA', 'description': 'Buenas a todas y todos soy dibujante y youtuber principiante os espero cada día en mi canal de youtube: Demoncrowley09 un saludo y sed felices.', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 183, 'friends_count': 795, 'listed_count': 0, 'favourites_count': 5822, 'statuses_count': 2115, 'created_at': 'Sun Feb 03 15:18:21 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/902930108398362626/yXF6cBrS_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/902930108398362626/yXF6cBrS_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1145433200/1536502410', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Vigo,"(-8.916355, 42.12938)",Galicia,yes
13,14,2019-04-14 00:34:18.000,1.1172245257233284e+18,1.1172245257233284e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",@Montoyajulian1 Rica  leche,"{'id': 1026758424980332544, 'id_str': '1026758424980332544', 'name': 'Fernando', 'screen_name': 'luispin03142522', 'location': 'Madrid, España', 'url': None, 'description': 'Morboso', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 387, 'friends_count': 750, 'listed_count': 0, 'favourites_count': 36, 'statuses_count': 420, 'created_at': 'Tue Aug 07 09:14:19 +0000 2018', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1026830723196563459/SiHPoNh-_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1026830723196563459/SiHPoNh-_normal.jpg', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Madrid,"(-3.889005, 40.312071)",Madrid,yes
14,15,2019-04-14 00:36:01.000,1.1172249593387418e+18,1.1172249593387418e+18,es,"{'id': 'c52827ebd9bfe563', 'url': 'https://api.twitter.com/1.1/geo/id/c52827ebd9bfe563.json', 'place_type': 'city', 'name': 'Jerez de la Frontera', 'full_name': 'Jerez de la Frontera, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.306111, 36.516968], [-6.306111, 36.864413], [-5.455137, 36.864413], [-5.455137, 36.516968]]]}, 'attributes': {}}",La cerveza de Miguel es como algunas personas de mente fría y del cuerpo caliente,"{'id': 4877059989, 'id_str': '4877059989', 'name': 'MAD EDDISION', 'screen_name': 'el_largo_', 'location': 'SPANISH VERSIÓN', 'url': 'https://www.youtube.com/playlist?list=PLzOjavfPkVc54Or_7i_7eS0oCiyzW_Jkk', 'description': 'la copia de xtentacion, mongolon, tonto, bocazas, feka, deja los porros, gilipollas, kurt cobain, copia, sida, cáncer, arritmico, •dime algo nuevo•', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 272, 'friends_count': 178, 'listed_count': 1, 'favourites_count': 883, 'statuses_count': 3910, 'created_at': 'Thu Feb 04 18:58:24 +0000 2016', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1112809366044934144/K-fJFt3d_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1112809366044934144/K-fJFt3d_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/4877059989/1554149529', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Jerez de la Frontera,"(-6.306111, 36.516968)",Andalucía,yes
15,16,2019-04-14 00:40:25.000,1.1172260650957906e+18,1.1172260650957906e+18,es,"{'id': '61fe09dfbe90f684', 'url': 'https://api.twitter.com/1.1/geo/id/61fe09dfbe90f684.json', 'place_type': 'city', 'name': 'Laguna de Duero', 'full_name': 'Laguna de Duero, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.773909, 41.548229], [-4.773909, 41.596796], [-4.669629, 41.596796], [-4.669629, 41.548229]]]}, 'attributes': {}}","Siempre bebemos mas cerveza de la que podemos tragar.
Menuda puta borrachera.","{'id': 209083960, 'id_str': '209083960', 'name': 'Bea Cuqui Love', 'screen_name': 'CuquiPlasPlas', 'location': 'PARADISE', 'url': 'https://www.youtube.com/channel/UCTbuC8YemogQs73fvsCfJCA', 'description': '💇🏼\u200d♀️ Hair Stylist and Colorist 🗺 ✈️ 🇪🇸 🇦🇩 🇩🇪🇨🇭🇧🇪 🇮🇹 🇬🇧 🇫🇷 🇳🇱 🇭🇺', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 600, 'friends_count': 276, 'listed_count': 0, 'favourites_count': 513, 'statuses_count': 18188, 'created_at': 'Thu Oct 28 13:45:41 +0000 2010', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'ACDED6', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme18/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme18/bg.gif', 'profile_background_tile': False, 'profile_link_color': '038543', 'profile_sidebar_border_color': 'EEEEEE', 'profile_sidebar_fill_color': 'F6F6F6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1111628140051353604/f0hBqLBJ_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1111628140051353604/f0hBqLBJ_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/209083960/1453148797', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Laguna de Duero,"(-4.773909, 41.548229)",Castilla y León,yes
