,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,created_at,id,id_str,lang,place,text,user,Country,City,Coordinates,ComunidadAutonoma,IsFood,Foods,Calorias,Hidratos de Carbono,Grasas,Proteinas,Colesterol,Fibra,Categorías
0,0,1,1,2019-04-09 00:02:23.000,1.1154045556621108e+18,1.1154045556621108e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",@MartaIndignada @fbenavid Y si nos dejáis pagar con sacos de arroz...contrataremos a cientos por cada empresario...… https://t.co/0VrSl8CobW,QUINTOPODER,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['arroz'],387.0,172.0,0.9,7.0,0.0,0.2,['Cereales y derivados']
1,1,6,6,2019-04-09 00:12:50.000,1.1154071816822292e+18,1.1154071816822292e+18,es,"{'id': 'c6b7997762da90a9', 'url': 'https://api.twitter.com/1.1/geo/id/c6b7997762da90a9.json', 'place_type': 'city', 'name': 'Mollet del Vallès', 'full_name': 'Mollet del Vallès, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.18804, 41.524029], [2.18804, 41.576025], [2.233619, 41.576025], [2.233619, 41.524029]]]}, 'attributes': {}}",@mariaalejandrL9 Ajo y tú vas a clase Jajajaja,Diomedes,España,Mollet del Vallès,"(2.18804, 41.524029)",Cataluña,yes,['Ajo'],98.33,37.66,0.51,9.39,0.0,3.91,['Vegetales']
2,2,9,9,2019-04-09 00:14:26.000,1.1154075870617108e+18,1.1154075870617108e+18,es,"{'id': '2afe3164f39d1b83', 'url': 'https://api.twitter.com/1.1/geo/id/2afe3164f39d1b83.json', 'place_type': 'city', 'name': 'Valladolid', 'full_name': 'Valladolid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.928146, 41.523108], [-4.928146, 41.815553], [-4.630882, 41.815553], [-4.630882, 41.523108]]]}, 'attributes': {}}","@drmiguelmarcos @TwitterEspana @JulioBasulto_DN Sí,  es que adoro el riesgo y por eso me gusta la cerveza ISO 0.0!!😂😂😂😂😂",Raquel,España,Valladolid,"(-4.928146, 41.523108)",Castilla y León,yes,['cerveza'],42.0,3.12,0.0,0.5,0.0,0.0,['Bebidas Alcoholicas']
3,3,10,10,2019-04-09 00:15:32.000,1.1154078641668548e+18,1.1154078641668548e+18,es,"{'id': 'c7884399e24c3aba', 'url': 'https://api.twitter.com/1.1/geo/id/c7884399e24c3aba.json', 'place_type': 'city', 'name': 'Puerto del Rosario', 'full_name': 'Puerto del Rosario, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-14.0903, 28.420066], [-14.0903, 28.577964], [-13.824156, 28.577964], [-13.824156, 28.420066]]]}, 'attributes': {}}",Horas bajas y cerveza fría🌸,R,España,Puerto del Rosario,"(-14.0903, 28.420066)",Islas Canarias,yes,['cerveza'],42.0,3.12,0.0,0.5,0.0,0.0,['Bebidas Alcoholicas']
4,4,12,12,2019-04-09 00:22:55.000,1.1154097197226884e+18,1.1154097197226884e+18,es,"{'id': '4ecb58704564d392', 'url': 'https://api.twitter.com/1.1/geo/id/4ecb58704564d392.json', 'place_type': 'city', 'name': 'Córdoba', 'full_name': 'Córdoba, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.9970099999999995, 37.664255], [-4.9970099999999995, 38.030946], [-4.351492, 38.030946], [-4.351492, 37.664255]]]}, 'attributes': {}}",@kzxrxm @JuanNuEx A la izquierda un revuelto de patatas y a la derecha una tortilla de patatas como Dios manda.,El,España,Córdoba,"(-4.9970099999999995, 37.664255)",Andalucía,yes,"['patatas', 'tortilla de patatas', 'tortilla']",834.0,59.16,54.11,27.73,529.0,4.8,"['Vegetales', 'Productos avicolas', 'Productos avícolas']"
5,5,14,14,2019-04-09 00:32:05.000,1.1154120278650144e+18,1.1154120278650144e+18,es,"{'id': 'b08303575ff1d1c7', 'url': 'https://api.twitter.com/1.1/geo/id/b08303575ff1d1c7.json', 'place_type': 'city', 'name': 'Alcalá de Guadaíra', 'full_name': 'Alcalá de Guadaíra, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-5.944403, 37.187197], [-5.944403, 37.389907], [-5.649078, 37.389907], [-5.649078, 37.187197]]]}, 'attributes': {}}",@AnabelAlonso_of Hahahahha este está mas perdido que el barco de el arroz!!,Franxuu,España,Alcalá de Guadaíra,"(-5.944403, 37.187197)",Andalucía,yes,['arroz'],387.0,172.0,0.9,7.0,0.0,0.2,['Cereales y derivados']
6,6,15,15,2019-04-09 00:33:38.000,1.1154124167692698e+18,1.1154124167692698e+18,es,"{'id': '507a015cba6ef518', 'url': 'https://api.twitter.com/1.1/geo/id/507a015cba6ef518.json', 'place_type': 'city', 'name': 'Málaga', 'full_name': 'Málaga, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.587928, 36.635585], [-4.587928, 36.894171], [-4.260134, 36.894171], [-4.260134, 36.635585]]]}, 'attributes': {}}",Me meo se me transparentan las bragas de cerezas,Cristina,España,Málaga,"(-4.587928, 36.635585)",Andalucía,yes,['cerezas'],63.0,13.5,0.5,0.8,0.0,1.5,['Frutas']
7,7,16,16,2019-04-09 00:39:37.000,1.1154139254351462e+18,1.1154139254351462e+18,es,"{'id': '3f5102bbac88f700', 'url': 'https://api.twitter.com/1.1/geo/id/3f5102bbac88f700.json', 'place_type': 'city', 'name': 'Alhaurín de la Torre', 'full_name': 'Alhaurín de la Torre, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.640553, 36.611816], [-4.640553, 36.716195], [-4.5163, 36.716195], [-4.5163, 36.611816]]]}, 'attributes': {}}",@LausGardner Te pasas,Javi,España,Alhaurín de la Torre,"(-4.640553, 36.611816)",Andalucía,yes,['pasas'],297.0,69.3,0.5,2.46,0.0,6.5,['Frutas']
8,8,17,17,2019-04-09 00:49:55.000,1.115416515686359e+18,1.115416515686359e+18,es,"{'id': '2e858e47881ddc48', 'url': 'https://api.twitter.com/1.1/geo/id/2e858e47881ddc48.json', 'place_type': 'city', 'name': 'Alicante', 'full_name': 'Alicante, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.6564329999999999, 38.160348], [-0.6564329999999999, 38.537463], [-0.37460899999999997, 38.537463], [-0.37460899999999997, 38.160348]]]}, 'attributes': {}}",@FragataES ¡Con tortilla!,Sepharad,España,Alicante,"(-0.6564329999999999, 38.160348)",Comunidad Valenciana,yes,['tortilla'],170.0,0.4,12.28,14.6,350.0,0.0,['Productos avícolas']
9,9,20,20,2019-04-09 01:07:37.000,1.115420970033066e+18,1.115420970033066e+18,es,"{'id': '935d946682cab2e1', 'url': 'https://api.twitter.com/1.1/geo/id/935d946682cab2e1.json', 'place_type': 'city', 'name': 'Huelva', 'full_name': 'Huelva, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-7.005353, 37.107832], [-7.005353, 37.367499], [-6.832013, 37.367499], [-6.832013, 37.107832]]]}, 'attributes': {}}",Los gatos han metido algún papel con olor a pescado a cambiar las sábanas a las 3 de la mañana,Miss,España,Huelva,"(-7.005353, 37.107832)",Andalucía,yes,['pescado'],96.0,0.0,1.6,20.1,53.6,0.0,"['Pescado, moluscos y marisco']"
