,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,created_at,id,id_str,lang,place,text,user,Country,City,Coordinates,ComunidadAutonoma,IsFood,Foods,Calorias,Hidratos de Carbono,Grasas,Proteinas,Colesterol,Fibra,Categorías
0,0,0,0,2019-04-13 00:01:44.000,1.1168539434836664e+18,1.1168539434836664e+18,es,"{'id': '0488e361d89b4397', 'url': 'https://api.twitter.com/1.1/geo/id/0488e361d89b4397.json', 'place_type': 'city', 'name': 'Ferrol', 'full_name': 'Ferrol, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-8.347343, 43.453301], [-8.347343, 43.569119], [-8.191328, 43.569119], [-8.191328, 43.453301]]]}, 'attributes': {}}","Quiero un helado #MilenioLive o que me echen un cubo de agua en la cara, no me quiero dormir 😭",Kelita,España,Ferrol,"(-8.347343, 43.453301)",Galicia,yes,['helado'],228.0,28.2,11.0,3.8,34.0,1.2,['Productos lacteos']
1,1,2,2,2019-04-13 00:09:27.000,1.116855885517742e+18,1.116855885517742e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}","@Sr_Ego92 Bueno, puedes dormir. Yo ahora a ver si me hago unos macarrones o algo y ceno, que estoy famélico",Mountain,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['macarrones'],203.0,21.46,9.4,7.94,17.0,1.1,['Cereales y derivados']
2,2,3,3,2019-04-13 00:09:34.000,1.116855911325274e+18,1.116855911325274e+18,es,"{'id': '68b1ba240f4e87aa', 'url': 'https://api.twitter.com/1.1/geo/id/68b1ba240f4e87aa.json', 'place_type': 'city', 'name': 'Cangas de Onís', 'full_name': 'Cangas de Onís, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-5.184748, 43.204438], [-5.184748, 43.424145], [-4.941815, 43.424145], [-4.941815, 43.204438]]]}, 'attributes': {}}","Hola, quiero un helado de cucurucho de CAMI...
+A ver si vamos saliendo más he albertito que si quieres lo acompañas con una mirinda.",Oscuro,España,Cangas de Onís,"(-5.184748, 43.204438)",Asturias,yes,['helado'],228.0,28.2,11.0,3.8,34.0,1.2,['Productos lacteos']
3,3,4,4,2019-04-13 00:09:44.000,1.11685595502993e+18,1.11685595502993e+18,es,"{'id': 'e342de30841352bf', 'url': 'https://api.twitter.com/1.1/geo/id/e342de30841352bf.json', 'place_type': 'city', 'name': 'Almería', 'full_name': 'Almería, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-2.543758, 36.737433], [-2.543758, 37.000063], [-2.2036379999999998, 37.000063], [-2.2036379999999998, 36.737433]]]}, 'attributes': {}}",@juan_lsr @forocoches Yo podría ser el cerdo,Roge,España,Almería,"(-2.543758, 36.737433)",Andalucía,yes,['cerdo'],271.0,0.0,17.04,27.34,90.0,0.0,['Carnes']
4,4,5,6,2019-04-13 00:10:30.000,1.1168561478043484e+18,1.1168561478043484e+18,es,"{'id': 'eb60c1a4ab509822', 'url': 'https://api.twitter.com/1.1/geo/id/eb60c1a4ab509822.json', 'place_type': 'city', 'name': 'Sabiñánigo', 'full_name': 'Sabiñánigo, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.507045, 42.293567], [-0.507045, 42.732729], [-0.073846, 42.732729], [-0.073846, 42.293567]]]}, 'attributes': {}}","Los vasitos de nata y chocolate eran lo q me encantabam
https://t.co/rhvvWbZtHC",Rosario,España,Sabiñánigo,"(-0.507045, 42.293567)",Aragón,yes,"['chocolate', 'nata']",473.33,62.63,50.51000000000001,9.8,90.0,0.53,"['Dulces', 'Productos lacteos']"
5,5,6,10,2019-04-13 00:16:07.000,1.1168575629373316e+18,1.1168575629373316e+18,es,"{'id': '0488e361d89b4397', 'url': 'https://api.twitter.com/1.1/geo/id/0488e361d89b4397.json', 'place_type': 'city', 'name': 'Ferrol', 'full_name': 'Ferrol, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-8.347343, 43.453301], [-8.347343, 43.569119], [-8.191328, 43.569119], [-8.191328, 43.453301]]]}, 'attributes': {}}",@OscuroSaber Te puedes creer que nunca bebí Mirinda que yo recuerde... Era de fanta de naranja,Kelita,España,Ferrol,"(-8.347343, 43.453301)",Galicia,yes,['naranja'],76.0,17.2,0.0,1.6,0.0,4.0,['Frutas']
6,6,7,11,2019-04-13 00:17:47.000,1.1168579808242484e+18,1.1168579808242484e+18,es,"{'id': '0488e361d89b4397', 'url': 'https://api.twitter.com/1.1/geo/id/0488e361d89b4397.json', 'place_type': 'city', 'name': 'Ferrol', 'full_name': 'Ferrol, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-8.347343, 43.453301], [-8.347343, 43.569119], [-8.191328, 43.569119], [-8.191328, 43.453301]]]}, 'attributes': {}}",La tarta al Whisky existeeee #MilenioLive jajaja el postre favorito de mi padre 🙈,Kelita,España,Ferrol,"(-8.347343, 43.453301)",Galicia,yes,['tarta'],401.0,49.2,20.2,5.2,101.3,1.2,['Dulces']
7,7,9,13,2019-04-13 00:19:44.000,1.116858472191152e+18,1.116858472191152e+18,es,"{'id': '0488e361d89b4397', 'url': 'https://api.twitter.com/1.1/geo/id/0488e361d89b4397.json', 'place_type': 'city', 'name': 'Ferrol', 'full_name': 'Ferrol, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-8.347343, 43.453301], [-8.347343, 43.569119], [-8.191328, 43.569119], [-8.191328, 43.453301]]]}, 'attributes': {}}","@starlord717 @navedelmisterio Joer ahora quiero un helado de esos, subamos al DeLorean!!! #MilenioLive… https://t.co/O07GwZk9G8",Kelita,España,Ferrol,"(-8.347343, 43.453301)",Galicia,yes,['helado'],228.0,28.2,11.0,3.8,34.0,1.2,['Productos lacteos']
8,8,10,14,2019-04-13 00:23:03.000,1.1168593050122076e+18,1.1168593050122076e+18,es,"{'id': 'fac43a227940d7b2', 'url': 'https://api.twitter.com/1.1/geo/id/fac43a227940d7b2.json', 'place_type': 'city', 'name': 'Langreo', 'full_name': 'Langreo, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-5.773452, 43.228988], [-5.773452, 43.345663], [-5.616492, 43.345663], [-5.616492, 43.228988]]]}, 'attributes': {}}",@yaholas Cuando salgan y estén solos hacen la planta de la falla la crema y la mascletá,Chelo,España,Langreo,"(-5.773452, 43.228988)",Asturias,yes,"['té', 'crema']",195.0,24.75,7.7254,6.6000000000000005,127.0,0.3,"['Bebidas', 'Productos lacteos']"
9,9,11,15,2019-04-13 00:26:36.000,1.116860199468454e+18,1.116860199468454e+18,es,"{'id': '00ab08eef1b62e92', 'url': 'https://api.twitter.com/1.1/geo/id/00ab08eef1b62e92.json', 'place_type': 'city', 'name': 'Las Palmas de Gran Canaria', 'full_name': 'Las Palmas de Gran Canaria, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-15.525504, 28.024813], [-15.525504, 28.181213], [-15.394194, 28.181213], [-15.394194, 28.024813]]]}, 'attributes': {}}",#MilenioLive Kalise puro helado Canario Asterix https://t.co/Bas55QeOej,Jesús,España,Las Palmas de Gran Canaria,"(-15.525504, 28.024813)",Islas Canarias,yes,['helado'],228.0,28.2,11.0,3.8,34.0,1.2,['Productos lacteos']
