,Unnamed: 0,Unnamed: 0.1,created_at,id,id_str,lang,place,text,user,Country,City,Coordinates,ComunidadAutonoma,IsFood,Foods,Calorias,Hidratos de Carbono,Grasas,Proteinas,Colesterol,Fibra,Categorías
0,5,7,2019-04-18 19:42:50.000,1.118963113045504e+18,1.118963113045504e+18,es,"{'id': 'd84973286cfd241b', 'url': 'https://api.twitter.com/1.1/geo/id/d84973286cfd241b.json', 'place_type': 'city', 'name': 'Móstoles', 'full_name': 'Móstoles, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.945389, 40.285747], [-3.945389, 40.35406], [-3.841063, 40.35406], [-3.841063, 40.285747]]]}, 'attributes': {}}",Que asco las torrijas,"{'id': 407813170, 'id_str': '407813170', 'name': '13🏆🎖', 'screen_name': 'RubenFordG10', 'location': None, 'url': 'http://www.youtube.com/watch?v=0tKdsKwABVI', 'description': 'INSTAGRAM : RubenFord10 Futsal⚽', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 1572, 'friends_count': 1063, 'listed_count': 3, 'favourites_count': 21653, 'statuses_count': 52245, 'created_at': 'Tue Nov 08 15:53:47 +0000 2011', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1104465261585944582/OnqJjxFo_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1104465261585944582/OnqJjxFo_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/407813170/1548763989', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Móstoles,"(-3.945389, 40.285747)",Madrid,yes,"['torrija', 'torrijas']",472.0,36.62,32.0,10.12,176.0,2.0,"['Cereales y derivados', 'Cereales y derivados']"
1,7,10,2019-04-18 19:46:36.000,1.1189640629672264e+18,1.1189640629672264e+18,es,"{'id': '0582a9b00201cfd7', 'url': 'https://api.twitter.com/1.1/geo/id/0582a9b00201cfd7.json', 'place_type': 'city', 'name': 'La Almunia de Doña Godina', 'full_name': 'La Almunia de Doña Godina, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-1.453744, 41.430098], [-1.453744, 41.522403], [-1.277952, 41.522403], [-1.277952, 41.430098]]]}, 'attributes': {}}","@victorjuan @Majudi46 Bien de patata y cebolla hermano, échale unas buenas chullas de tozino betiau para acompañar.","{'id': 478642881, 'id_str': '478642881', 'name': 'sevegodina', 'screen_name': 'sevegodina', 'location': 'Zaragoza, España', 'url': 'http://sevegodina.wordpress.com', 'description': 'De La Almunia de Doña Godina. Disfruto cultivando palabras, cosechando hortalizas y compartiendo saberes, sabores y recuerdos. #AgitadorComunitario', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 2873, 'friends_count': 3129, 'listed_count': 85, 'favourites_count': 10527, 'statuses_count': 17083, 'created_at': 'Mon Jan 30 14:17:06 +0000 2012', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '642D8B', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme10/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme10/bg.gif', 'profile_background_tile': True, 'profile_link_color': 'FF691F', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': '7AC3EE', 'profile_text_color': '3D1957', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/881472497031536640/i8gOU5MX_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/881472497031536640/i8gOU5MX_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/478642881/1553518535', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,La Almunia de Doña Godina,"(-1.453744, 41.430098)",Aragón,yes,['cebolla'],26.0,5.3,0.0,1.125,0.0,1.8,['Vegetales']
2,8,11,2019-04-18 19:46:44.000,1.1189640957037692e+18,1.1189640957037692e+18,es,"{'id': '910495785831d06f', 'url': 'https://api.twitter.com/1.1/geo/id/910495785831d06f.json', 'place_type': 'city', 'name': 'Mijas', 'full_name': 'Mijas, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.7764109999999995, 36.486301], [-4.7764109999999995, 36.625547], [-4.592122, 36.625547], [-4.592122, 36.486301]]]}, 'attributes': {}}",@C85FG @fnmoraleda @fjcristofol @101tvMalaga Tiene buena pinta la paella.,"{'id': 400966174, 'id_str': '400966174', 'name': 'Jorgenberg', 'screen_name': 'JorgeAguilar_5', 'location': '  (Mijas-Costa) Málaga', 'url': None, 'description': None, 'translator_type': 'regular', 'protected': False, 'verified': False, 'followers_count': 1616, 'friends_count': 275, 'listed_count': 21, 'favourites_count': 32512, 'statuses_count': 68493, 'created_at': 'Sat Oct 29 21:04:27 +0000 2011', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_link_color': '0E33EB', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/955133038995927041/s1n7kd0-_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/955133038995927041/s1n7kd0-_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/400966174/1551541482', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Mijas,"(-4.7764109999999995, 36.486301)",Andalucía,yes,['paella'],173.0,17.44,5.74,12.37,44.81,0.5,['Cereales y derivados']
3,10,14,2019-04-18 19:48:20.000,1.1189645003996284e+18,1.1189645003996284e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",los de los 40€ invitadme a una pizza,"{'id': 974032573650391041, 'id_str': '974032573650391041', 'name': '♣Aиju♠', 'screen_name': 'vonlizards', 'location': '白鳥沢 • A Coruña', 'url': 'https://instagram.com/vinushhka', 'description': 'Spit vitriol, not swallow.', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 344, 'friends_count': 169, 'listed_count': 2, 'favourites_count': 22414, 'statuses_count': 19743, 'created_at': 'Wed Mar 14 21:20:36 +0000 2018', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'BEA4FD', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1118941826319360000/dDnMPljr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1118941826319360000/dDnMPljr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/974032573650391041/1542324759', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['pizza'],477.0,22.2,9.8,8.2,16.0,1.7,['Comida rapida']
4,11,15,2019-04-18 19:48:54.000,1.1189646419490038e+18,1.1189646419490038e+18,es,"{'id': '62f693a592bb3e95', 'url': 'https://api.twitter.com/1.1/geo/id/62f693a592bb3e95.json', 'place_type': 'city', 'name': 'Argecilla', 'full_name': 'Argecilla, España', 'country_code': 'ES', 'country': 'Spain', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-2.865485, 40.843304], [-2.865485, 40.924058], [-2.769919, 40.924058], [-2.769919, 40.843304]]]}, 'attributes': {}}","Bonito detalle de la #aerolínea @tapairportugal ✌🏻, queso, galletas y agua. Me ha encantado el #packaging https://t.co/29CvGerlXR","{'id': 2807244249, 'id_str': '2807244249', 'name': 'Raquel', 'screen_name': 'Snackdesign', 'location': 'Saragossa, Spain', 'url': 'http://www.raquelchueca.es', 'description': 'Nunca dejes de aprender! #diseñadoragrafica #videojuegos #cine #photoshop #3d. -Soy el amo de mi destino, soy el capitán de mi alma-', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 139, 'friends_count': 89, 'listed_count': 6, 'favourites_count': 1205, 'statuses_count': 572, 'created_at': 'Sun Oct 05 09:43:12 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '851934', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1043295462323834880/rHX8aYoj_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1043295462323834880/rHX8aYoj_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2807244249/1529996516', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",Spain,Argecilla,"(-2.865485, 40.843304)",Castilla la Mancha,yes,"['queso', 'galletas']",933.0,64.82000000000001,55.769999999999996,42.53,124.57000000000001,3.21,"['Productos lacteos', 'Dulces']"
5,12,16,2019-04-18 19:48:58.000,1.1189646588058584e+18,1.1189646588058584e+18,es,"{'id': '071a52d3a927a1b8', 'url': 'https://api.twitter.com/1.1/geo/id/071a52d3a927a1b8.json', 'place_type': 'city', 'name': 'Valencia', 'full_name': 'Valencia, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.43254499999999996, 39.278381], [-0.43254499999999996, 39.566588], [-0.272513, 39.566588], [-0.272513, 39.278381]]]}, 'attributes': {}}","@mablanco60 @natalia_velilla @adsuara Es que a mi la cebolla no me gusta, no en la tortilla ni fuera de ella 😂😂😂😂","{'id': 457759553, 'id_str': '457759553', 'name': '💙Pucho 💯💚', 'screen_name': 'puchovic', 'location': 'Valencia', 'url': None, 'description': 'Abogado y adicto al Deporte en general. Valencia CF, Valencia BC, Celtics, Patriots y Red Sox. Si la vida te odia, sonrie y que se joda! Sincebollismo siempre!', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 2381, 'friends_count': 1310, 'listed_count': 17, 'favourites_count': 164106, 'statuses_count': 38655, 'created_at': 'Sat Jan 07 19:51:51 +0000 2012', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1110839663454023680/cuL1HVWd_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1110839663454023680/cuL1HVWd_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/457759553/1444421323', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Valencia,"(-0.43254499999999996, 39.278381)",Comunidad Valenciana,yes,"['cebolla', 'nata', 'tortilla']",398.0,9.1,32.26,18.235,420.0,1.8,"['Vegetales', 'Productos lacteos', 'Productos avícolas']"
6,15,21,2019-04-18 19:50:29.000,1.1189650407182048e+18,1.1189650407182048e+18,es,"{'id': '590e9f3315ea23a7', 'url': 'https://api.twitter.com/1.1/geo/id/590e9f3315ea23a7.json', 'place_type': 'city', 'name': 'Santander', 'full_name': 'Santander, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889051, 43.434462], [-3.889051, 43.494818], [-3.763247, 43.494818], [-3.763247, 43.434462]]]}, 'attributes': {}}",@SunSwallowMe Espero que eso sean ciruelas,"{'id': 2730073863, 'id_str': '2730073863', 'name': 'Brócoli666 \U0001f966', 'screen_name': 'DiezTamayo', 'location': 'Santander, España', 'url': 'https://rateyourmusic.com/~hectortamayo10', 'description': 'Drip Drip', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 780, 'friends_count': 569, 'listed_count': 9, 'favourites_count': 96190, 'statuses_count': 23746, 'created_at': 'Thu Jul 31 18:36:19 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1105398627474788353/6LFLpDlp_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1105398627474788353/6LFLpDlp_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2730073863/1551307060', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Santander,"(-3.889051, 43.434462)",Cantabria,yes,"['ciruela', 'ciruelas']",108.0,48.0,0.4,1.5,0.0,4.6,"['Frutas', 'Frutas']"
7,16,22,2019-04-18 19:51:32.000,1.1189653058317764e+18,1.1189653058317764e+18,es,"{'id': '3afc29d1fe76301f', 'url': 'https://api.twitter.com/1.1/geo/id/3afc29d1fe76301f.json', 'place_type': 'city', 'name': 'Zaragoza', 'full_name': 'Zaragoza, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-1.174093, 41.451835], [-1.174093, 41.931438], [-0.680572, 41.931438], [-0.680572, 41.451835]]]}, 'attributes': {}}","Semana Santa en Zaragoza.
.
.
.
.
.
#nitanmal #zaragoza #cerveza @ Belanche cervecería marisqueria https://t.co/3z7QjlqngW","{'id': 1160565319, 'id_str': '1160565319', 'name': 'Paco Cardiel', 'screen_name': 'CardielPaco', 'location': 'Zaragoza, Aragon', 'url': 'http://es.linkedin.com/in/franciscojaviercardielmoreno', 'description': 'Mañego, zaragocista, francófilo y apasionado por el marketing y la gastronomía. Director Comercial.\n\nPienso, luego existo.\nExisto, luego opino.', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 736, 'friends_count': 1556, 'listed_count': 39, 'favourites_count': 36656, 'statuses_count': 15296, 'created_at': 'Fri Feb 08 16:05:05 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '2B2816', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '2B2816', 'profile_sidebar_border_color': '89B5A2', 'profile_sidebar_fill_color': '24210E', 'profile_text_color': '89B5A2', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1008079479229607936/KMJXDfG-_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1008079479229607936/KMJXDfG-_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1160565319/1525550340', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Zaragoza,"(-1.174093, 41.451835)",Aragón,yes,['cerveza'],42.0,3.12,0.0,0.5,0.0,0.0,['Bebidas Alcoholicas']
8,17,24,2019-04-18 19:54:02.000,1.1189659314164776e+18,1.1189659314164776e+18,es,"{'id': '0d59895a1a287dbd', 'url': 'https://api.twitter.com/1.1/geo/id/0d59895a1a287dbd.json', 'place_type': 'city', 'name': 'Huéscar', 'full_name': 'Huéscar, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-2.729605, 37.763474], [-2.729605, 38.083862], [-2.444427, 38.083862], [-2.444427, 37.763474]]]}, 'attributes': {}}","Noche de pizza, palomitas y cine. en Huéscar https://t.co/Lq2HwSxhAz","{'id': 263568676, 'id_str': '263568676', 'name': 'txillo', 'screen_name': 'kagetxillo', 'location': 'Graná', 'url': None, 'description': 'Tendría que estar 3 días lloviendo gasolina y que luego cayera un ascua como un cortijo.', 'translator_type': 'regular', 'protected': False, 'verified': False, 'followers_count': 3477, 'friends_count': 977, 'listed_count': 43, 'favourites_count': 16223, 'statuses_count': 55965, 'created_at': 'Thu Mar 10 08:53:02 +0000 2011', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_link_color': '009999', 'profile_sidebar_border_color': 'EEEEEE', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1103052473680515072/rk2ntpF8_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1103052473680515072/rk2ntpF8_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/263568676/1522962809', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Huéscar,"(-2.729605, 37.763474)",Andalucía,yes,['pizza'],477.0,22.2,9.8,8.2,16.0,1.7,['Comida rapida']
9,20,27,2019-04-18 19:56:22.000,1.1189665190886031e+18,1.1189665190886031e+18,es,"{'id': '983a7dea07a7bcd4', 'url': 'https://api.twitter.com/1.1/geo/id/983a7dea07a7bcd4.json', 'place_type': 'city', 'name': 'Estepona', 'full_name': 'Estepona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-5.219826, 36.386766], [-5.219826, 36.535606], [-5.005087, 36.535606], [-5.005087, 36.386766]]]}, 'attributes': {}}","Hoy pizza para cenar 🤣🤣🤣🤣🤣

Merluza y judias verdes.😅

DHS NUTRICIÓN Y SALUD

3 2 1... tu operación bikini empieza… https://t.co/M6cVxISJlb","{'id': 255105872, 'id_str': '255105872', 'name': 'David herrera soto', 'screen_name': 'DHSNUTRICION', 'location': 'Estepona, Andalucía', 'url': 'http://www.dhsnutricion.es', 'description': 'Coaching Online: David Herrera Soto - \nCoach Nutricional & Personal Trainer.\n📩 Mail: dhs-nutricion@live.com\n📞Telf.(Whatsaap).699589899', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 162, 'friends_count': 476, 'listed_count': 21, 'favourites_count': 57, 'statuses_count': 3066, 'created_at': 'Sun Feb 20 17:52:58 +0000 2011', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_link_color': '1B95E0', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '050405', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1106238001577897986/D3givs9B_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1106238001577897986/D3givs9B_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/255105872/1552582627', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Estepona,"(-5.219826, 36.386766)",Andalucía,yes,['pizza'],477.0,22.2,9.8,8.2,16.0,1.7,['Comida rapida']
