,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,created_at,id,id_str,lang,place,text,user,Country,City,Coordinates,ComunidadAutonoma,IsFood,Foods,Calorias,Hidratos de Carbono,Grasas,Proteinas,Colesterol,Fibra,Categorías
0,0,1,1,2019-04-23 00:05:50.000,1.1204788528898868e+18,1.1204788528898868e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}","@Dessiredelirium @DUALIPA hola queres venir a ver capitan america the winter soldier, con un tapeo vegano y cerveza roja.. *Enviar*",JPU,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['cerveza'],42.0,3.12,0.0,0.5,0.0,0.0,['Bebidas Alcoholicas']
1,1,3,3,2019-04-23 00:14:07.000,1.1204809382474998e+18,1.1204809382474998e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}",@JesusSemperfree Mi madre me ponía una lámina de queso y un huevo frito encima. Preparaba ella las hamburguesas. Maravillosas.,Manuel,España,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,"['queso', 'huevo', 'hamburguesa']",1110.0,48.31,70.3,71.03,518.4,4.1,"['Productos lacteos', 'Productos lacteos', 'Comida rapida']"
2,2,5,5,2019-04-23 00:17:56.000,1.1204818976526048e+18,1.1204818976526048e+18,es,"{'id': '071a52d3a927a1b8', 'url': 'https://api.twitter.com/1.1/geo/id/071a52d3a927a1b8.json', 'place_type': 'city', 'name': 'Valencia', 'full_name': 'Valencia, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.43254499999999996, 39.278381], [-0.43254499999999996, 39.566588], [-0.272513, 39.566588], [-0.272513, 39.278381]]]}, 'attributes': {}}","Snack de calabacín! 👩🏼‍🍳✨.
.
.
Receta rápida, rica, sana y fácil de hacer
.
https://t.co/ONWItIZ3Sg https://t.co/40ll1mIyWC",Oriana,España,Valencia,"(-0.43254499999999996, 39.278381)",Comunidad Valenciana,yes,"['Snack', 'calabacín']",527.0,59.96,26.29,12.06,0.0,7.9,"['Dulces', 'Vegetales']"
3,3,6,6,2019-04-23 00:24:03.000,1.1204834365553212e+18,1.1204834365553212e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, Spain', 'country_code': 'ES', 'country': 'Spain', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}","Día 1. A la de “a huevo”... tenía, tenía que llevar a Mateo al Camp Nou. El “lindo patio” del GOAT Messi. Second ti… https://t.co/WvXcYKwU6Z",Hugo,Spain,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,['huevo'],150.0,0.3,11.1,12.5,385.0,0.0,['Productos lacteos']
4,4,8,8,2019-04-23 00:32:05.000,1.1204854575178628e+18,1.1204854575178628e+18,es,"{'id': 'c9b2357da86314d2', 'url': 'https://api.twitter.com/1.1/geo/id/c9b2357da86314d2.json', 'place_type': 'city', 'name': 'Telde', 'full_name': 'Telde, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-15.529121, 27.928529], [-15.529121, 28.038601], [-15.358460000000001, 28.038601], [-15.358460000000001, 27.928529]]]}, 'attributes': {}}",Quiero pan con queso,Karonte,España,Telde,"(-15.529121, 27.928529)",Islas Canarias,yes,['queso'],450.0,0.51,34.0,35.77,74.4,0.0,['Productos lacteos']
5,5,9,9,2019-04-23 00:32:30.000,1.1204855648710532e+18,1.1204855648710532e+18,es,"{'id': 'c9b2357da86314d2', 'url': 'https://api.twitter.com/1.1/geo/id/c9b2357da86314d2.json', 'place_type': 'city', 'name': 'Telde', 'full_name': 'Telde, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-15.529121, 27.928529], [-15.529121, 28.038601], [-15.358460000000001, 28.038601], [-15.358460000000001, 27.928529]]]}, 'attributes': {}}",Ahora mismo literalmente mataría por un poquito de queso y pan de leña,Karonte,España,Telde,"(-15.529121, 27.928529)",Islas Canarias,yes,['queso'],450.0,0.51,34.0,35.77,74.4,0.0,['Productos lacteos']
6,6,10,10,2019-04-23 00:32:45.000,1.1204856244846428e+18,1.1204856244846428e+18,es,"{'id': '1e69d9e28891981f', 'url': 'https://api.twitter.com/1.1/geo/id/1e69d9e28891981f.json', 'place_type': 'city', 'name': 'Finestrat', 'full_name': 'Finestrat, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.24478999999999998, 38.523613], [-0.24478999999999998, 38.61029], [-0.158271, 38.61029], [-0.158271, 38.523613]]]}, 'attributes': {}}",melón o sandía ?,,España,Finestrat,"(-0.24478999999999998, 38.523613)",Comunidad Valenciana,yes,['sandía'],20.0,4.5,0.0,0.4,0.0,0.5,['Frutas']
7,7,11,11,2019-04-23 00:37:40.000,1.120486861200343e+18,1.120486861200343e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, Spain', 'country_code': 'ES', 'country': 'Spain', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}",@Alea09 Yo lo uso como base para comer con frutas y cereales o agrego un poco al licuado que me hago todos los días… https://t.co/PfJ1XuB25M,Nadina,Spain,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,"['cereales', 'fruta']",295.0800000000001,128.125,2.95,8.709999999999999,0.0,5.98,"['Cereales y derivados', 'Frutas']"
8,8,12,12,2019-04-23 00:38:18.000,1.1204870225384448e+18,1.1204870225384448e+18,es,"{'id': '071a52d3a927a1b8', 'url': 'https://api.twitter.com/1.1/geo/id/071a52d3a927a1b8.json', 'place_type': 'city', 'name': 'Valencia', 'full_name': 'Valencia, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.43254499999999996, 39.278381], [-0.43254499999999996, 39.566588], [-0.272513, 39.566588], [-0.272513, 39.278381]]]}, 'attributes': {}}",@xxSuzux @Rikopelo Una pizza por 3 euros no es mucho :(,Ar,España,Valencia,"(-0.43254499999999996, 39.278381)",Comunidad Valenciana,yes,['pizza'],477.0,22.2,9.8,8.2,16.0,1.7,['Comida rapida']
9,9,14,14,2019-04-23 00:49:50.000,1.1204899251268362e+18,1.1204899251268362e+18,es,"{'id': '56933d34eb0f964a', 'url': 'https://api.twitter.com/1.1/geo/id/56933d34eb0f964a.json', 'place_type': 'city', 'name': 'Albacete', 'full_name': 'Albacete, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-2.181299, 38.672083], [-2.181299, 39.186567], [-1.62259, 39.186567], [-1.62259, 38.672083]]]}, 'attributes': {}}",Sabes que has crecido cuando aprendes a valorar un bueno plato de lentejas,End,España,Albacete,"(-2.181299, 38.672083)",Castilla la Mancha,yes,['lentejas'],333.0,54.8,1.7,23.0,0.0,11.2,['Legumbres']
10,10,15,15,2019-04-23 01:09:18.000,1.1204948244850196e+18,1.1204948244850196e+18,es,"{'id': 'd16c1b8ae1635978', 'url': 'https://api.twitter.com/1.1/geo/id/d16c1b8ae1635978.json', 'place_type': 'city', 'name': 'A Coruña', 'full_name': 'A Coruña, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-8.471284, 43.301377], [-8.471284, 43.389945], [-8.374342, 43.389945], [-8.374342, 43.301377]]]}, 'attributes': {}}","@boisop así haces la tortilla, @BarbudoLeproso ?",AY,España,A Coruña,"(-8.471284, 43.301377)",Galicia,yes,['tortilla'],170.0,0.4,12.28,14.6,350.0,0.0,['Productos avícolas']
11,11,17,17,2019-04-23 01:19:30.000,1.1204973929719153e+18,1.1204973929719153e+18,es,"{'id': '358220cb0584bbe3', 'url': 'https://api.twitter.com/1.1/geo/id/358220cb0584bbe3.json', 'place_type': 'city', 'name': 'Cádiz', 'full_name': 'Cádiz, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.317663, 36.441775], [-6.317663, 36.543179], [-6.225463, 36.543179], [-6.225463, 36.441775]]]}, 'attributes': {}}",Las galletas maria con mantequilla son otro rollo,Chedey,España,Cádiz,"(-6.317663, 36.441775)",Andalucía,yes,"['galletas', 'mantequilla']",986.0,64.31,76.87,10.06,156.17000000000004,3.21,"['Dulces', 'Productos lacteos']"
12,12,19,19,2019-04-23 01:41:01.000,1.1205028075750604e+18,1.1205028075750604e+18,es,"{'id': 'd84973286cfd241b', 'url': 'https://api.twitter.com/1.1/geo/id/d84973286cfd241b.json', 'place_type': 'city', 'name': 'Móstoles', 'full_name': 'Móstoles, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.945389, 40.285747], [-3.945389, 40.35406], [-3.841063, 40.35406], [-3.841063, 40.285747]]]}, 'attributes': {}}",invítame a unas patatas de la risu cuando cobremos xfavor,TOOISS,España,Móstoles,"(-3.945389, 40.285747)",Madrid,yes,['patatas'],538.0,49.5,34.9,6.5,0.0,4.0,['Vegetales']
13,13,23,24,2019-04-23 01:55:57.000,1.120506563414954e+18,1.120506563414954e+18,es,"{'id': 'dbf989427f114112', 'url': 'https://api.twitter.com/1.1/geo/id/dbf989427f114112.json', 'place_type': 'city', 'name': 'Alcorcón', 'full_name': 'Alcorcón, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.879085, 40.324045], [-3.879085, 40.402915], [-3.788113, 40.402915], [-3.788113, 40.324045]]]}, 'attributes': {}}",Yo no tengo motivos pa pensar k este pavo dice esto por llegar a la peña mas que porque sea alguien humano y ponga… https://t.co/OkJ3e7v6Vq,,España,Alcorcón,"(-3.879085, 40.324045)",Madrid,yes,['pavo'],119.0,0.0,2.86,21.77,65.0,0.0,['Productos avicolas']
14,14,25,26,2019-04-23 02:20:47.000,1.1205128125377905e+18,1.1205128125377905e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",xux aveces uno se entera de unas vainas que en verdad no DEBERÍA enterarse 🤦🏻‍♂️,Rob,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['vainas'],43.0,7.55,0.2,2.8,0.0,2.6,['Vegetales']
15,15,26,27,2019-04-23 02:24:29.000,1.1205137451580498e+18,1.1205137451580498e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",voy hacer mis pancartas con mi suéter naranja también fren jeeee,Rob,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['naranja'],76.0,17.2,0.0,1.6,0.0,4.0,['Frutas']
16,16,27,28,2019-04-23 02:35:47.000,1.120516587155546e+18,1.120516587155546e+18,es,"{'id': 'af407b341f57e673', 'url': 'https://api.twitter.com/1.1/geo/id/af407b341f57e673.json', 'place_type': 'city', 'name': 'Tarragona', 'full_name': 'Tarragona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[1.162287, 41.083523], [1.162287, 41.166954], [1.375225, 41.166954], [1.375225, 41.083523]]]}, 'attributes': {}}",Me pillo el mortal kombat 11?? Si tengo pasta suficiente en mi cumple,Yeray,España,Tarragona,"(1.162287, 41.083523)",Cataluña,yes,['pasta'],252.0,47.44,2.26,9.35,30.0,4.58,['Cereales y derivados']
