,Unnamed: 0,created_at,id,id_str,lang,place,text,user,Country,City,Coordinates,ComunidadAutonoma,IsFood
0,0,2019-04-06 00:00:07.000,1.1143168214846668e+18,1.1143168214846668e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",Bastantes vainas tengo encima como para estar calándome mariqueras de la gente si respondí o no un maldito mensaje por Dios,"{'id': 458004325, 'id_str': '458004325', 'name': 'Babi', 'screen_name': 'babiiiloves', 'location': 'Madrid, Comunidad de Madrid', 'url': None, 'description': '21. I’m a cat lover😍🐈', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 1781, 'friends_count': 438, 'listed_count': 15, 'favourites_count': 7798, 'statuses_count': 116216, 'created_at': 'Sun Jan 08 02:27:27 +0000 2012', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_link_color': 'F58EA8', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': 'FF0000', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1108561604407422977/MJaOyjXb_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1108561604407422977/MJaOyjXb_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/458004325/1389138893', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Madrid,"(-3.889005, 40.312071)",Madrid,yes
1,2,2019-04-06 00:01:01.000,1.1143170442610524e+18,1.1143170442610524e+18,es,"{'id': '97569bae537efdb3', 'url': 'https://api.twitter.com/1.1/geo/id/97569bae537efdb3.json', 'place_type': 'city', 'name': 'Ponferrada', 'full_name': 'Ponferrada, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.7129639999999995, 42.385192], [-6.7129639999999995, 42.613003], [-6.407664, 42.613003], [-6.407664, 42.385192]]]}, 'attributes': {}}","@peluquera44 @isacalzadag @PSOE @sanchezcastejon @psoetoledo Como es eso, tenías un buen salario y vino Rajoy y te… https://t.co/S79jClf9dS","{'id': 848262872023142401, 'id_str': '848262872023142401', 'name': 'Jose', 'screen_name': 'Josef1564', 'location': None, 'url': None, 'description': 'soy autónomo,del Real Madrid, provida, de centro derecha, amante de los animales y anti extremos, si no te gusta lo que digo, no es una ofensa, es lo que pienso', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 764, 'friends_count': 1150, 'listed_count': 2, 'favourites_count': 38784, 'statuses_count': 29413, 'created_at': 'Sat Apr 01 19:56:43 +0000 2017', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/960212567519088643/hZRXLPp6_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/960212567519088643/hZRXLPp6_normal.jpg', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Ponferrada,"(-6.7129639999999995, 42.385192)",Castilla y León,yes
3,4,2019-04-06 00:08:07.000,1.1143188333832438e+18,1.1143188333832438e+18,es,"{'id': '358220cb0584bbe3', 'url': 'https://api.twitter.com/1.1/geo/id/358220cb0584bbe3.json', 'place_type': 'city', 'name': 'Cádiz', 'full_name': 'Cádiz, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.317663, 36.441775], [-6.317663, 36.543179], [-6.225463, 36.543179], [-6.225463, 36.441775]]]}, 'attributes': {}}","El pastel tiene leche, la leche viene de la vaca, la cual come pasto, por lo tanto el pastel cuenta como ensalada. Fin.","{'id': 516542531, 'id_str': '516542531', 'name': '☽╬ღ.†⎛∂μaŋ⎞†.ღ╬☾', 'screen_name': 'Lakeshore23', 'location': '☥oOº°‘¨ Ѕpaiŋ & Çáđiz ¨‘°ºOo☥', 'url': 'https://www.instagram.com/juanjuanitojordan/', 'description': '+ ╬ ☯ ... Fans de Videojuegos, Tekken, WoW, GW2, Manga Anime, Linkin Park, Lacuna Coil, Basket, Cine, Kate Beckinsale, Michael Jordan y Ufologia Ovni ... ☯ ╬ +', 'translator_type': 'regular', 'protected': False, 'verified': False, 'followers_count': 17288, 'friends_count': 14430, 'listed_count': 78, 'favourites_count': 294, 'statuses_count': 89783, 'created_at': 'Tue Mar 06 13:55:17 +0000 2012', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '080808', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': False, 'profile_link_color': 'E81C4F', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '252429', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/958844155979010048/ryDcfmsZ_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/958844155979010048/ryDcfmsZ_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/516542531/1551522843', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Cádiz,"(-6.317663, 36.441775)",Andalucía,yes
4,6,2019-04-06 00:13:12.000,1.11432011395464e+18,1.11432011395464e+18,es,"{'id': '1e766d311eb323fb', 'url': 'https://api.twitter.com/1.1/geo/id/1e766d311eb323fb.json', 'place_type': 'city', 'name': 'La Rinconada', 'full_name': 'La Rinconada, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.011086, 37.395755], [-6.011086, 37.542006], [-5.817568, 37.542006], [-5.817568, 37.395755]]]}, 'attributes': {}}",Depende de qué tipo de queso.,"{'id': 1710941094, 'id_str': '1710941094', 'name': 'M I N E R V A', 'screen_name': 'MinervaCalder12', 'location': 'San José de la Rinconada ', 'url': 'https://www.instagram.com/mineeercalderon/?hl=es', 'description': '20.Historia en la US📃Medio catalana y sevillana.Piscis♓|️Macarena 💚💜 |Bética y madridista💚\n|Mixioner|Gatos😻| Juventudes Socialistas La Rinconada✊', 'translator_type': 'regular', 'protected': False, 'verified': False, 'followers_count': 6108, 'friends_count': 5788, 'listed_count': 41, 'favourites_count': 40566, 'statuses_count': 161203, 'created_at': 'Thu Aug 29 20:56:04 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '642D8B', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme10/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme10/bg.gif', 'profile_background_tile': True, 'profile_link_color': 'F5ABB5', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': '7AC3EE', 'profile_text_color': '3D1957', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1092929851357609985/5dj-fLEh_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1092929851357609985/5dj-fLEh_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1710941094/1553389577', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,La Rinconada,"(-6.011086, 37.395755)",Andalucía,yes
5,7,2019-04-06 00:18:43.000,1.114321500075692e+18,1.114321500075692e+18,es,"{'id': '507a015cba6ef518', 'url': 'https://api.twitter.com/1.1/geo/id/507a015cba6ef518.json', 'place_type': 'city', 'name': 'Málaga', 'full_name': 'Málaga, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.587928, 36.635585], [-4.587928, 36.894171], [-4.260134, 36.894171], [-4.260134, 36.635585]]]}, 'attributes': {}}",Ahora lo único que me apetece es una cerveza y que me hagan despejarme.,"{'id': 271994214, 'id_str': '271994214', 'name': 'Xenxes', 'screen_name': 'antoine_16', 'location': 'Málaga, España', 'url': 'https://m.youtube.com/channel/UCo5bx6PRGLHg7R1xHk3g2lQ', 'description': 'Ceuta 🏖️   Astrofísico  🌍🚀\nhttp://instagram.com/toniceuta/?hl=…', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 720, 'friends_count': 468, 'listed_count': 5, 'favourites_count': 8181, 'statuses_count': 6888, 'created_at': 'Fri Mar 25 16:07:27 +0000 2011', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1093681937313660928/ILCZo6pr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1093681937313660928/ILCZo6pr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/271994214/1385063213', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Málaga,"(-4.587928, 36.635585)",Andalucía,yes
6,9,2019-04-06 00:24:13.000,1.1143228867251772e+18,1.1143228867251772e+18,es,"{'id': 'd84973286cfd241b', 'url': 'https://api.twitter.com/1.1/geo/id/d84973286cfd241b.json', 'place_type': 'city', 'name': 'Móstoles', 'full_name': 'Móstoles, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.945389, 40.285747], [-3.945389, 40.35406], [-3.841063, 40.35406], [-3.841063, 40.285747]]]}, 'attributes': {}}",Imagínense una ley que les prohíbe amar a sus novias o esposas. O desear una fruta. O sentir asco a la peste de la… https://t.co/FvTbXPoRmC,"{'id': 382824090, 'id_str': '382824090', 'name': 'Clandestino', 'screen_name': 'Clandestino17', 'location': 'España', 'url': 'http://clandestino8.blogspot.com/', 'description': 'No sigo ideologías, ni a partidos, ni a embaucadores. Solo me alineo con el fiel de la balanza. Todo aquel que lo empuje fuera de su justo lugar, es el enemigo.', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 8529, 'friends_count': 8194, 'listed_count': 79, 'favourites_count': 14028, 'statuses_count': 199892, 'created_at': 'Fri Sep 30 19:09:38 +0000 2011', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/648237348233302016/ieEHSJn5_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/648237348233302016/ieEHSJn5_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/382824090/1361701045', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Móstoles,"(-3.945389, 40.285747)",Madrid,yes
7,10,2019-04-06 00:24:55.000,1.1143230617744015e+18,1.1143230617744015e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}","Me dan unos pinchazos de la leche y cuando me giro, me levanto, o cualquier movimiento brusco cago en la leche Merc… https://t.co/HSICSbAKJ6","{'id': 326894232, 'id_str': '326894232', 'name': 'Anabel.', 'screen_name': 'Annabel_crz', 'location': 'Madrid, España', 'url': 'http://Instagram.com/bel96s', 'description': ""grl pwr 💜. 90's kid.           Licenciada en procrastinar."", 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 340, 'friends_count': 250, 'listed_count': 3, 'favourites_count': 5901, 'statuses_count': 15144, 'created_at': 'Thu Jun 30 17:21:25 +0000 2011', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1105954883214168064/yeHyTWfF_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1105954883214168064/yeHyTWfF_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/326894232/1552516549', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Madrid,"(-3.889005, 40.312071)",Madrid,yes
8,11,2019-04-06 00:24:56.000,1.1143230634017874e+18,1.1143230634017874e+18,es,"{'id': 'ea520f3528c9b3e4', 'url': 'https://api.twitter.com/1.1/geo/id/ea520f3528c9b3e4.json', 'place_type': 'admin', 'name': 'Madrid', 'full_name': 'Madrid, Comunidad de Madrid', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.579175, 39.884537], [-4.579175, 41.164911], [-3.053132, 41.164911], [-3.053132, 39.884537]]]}, 'attributes': {}}",@LadyRi_ grandes momentos to pedo comiendo colacao XD,"{'id': 90656691, 'id_str': '90656691', 'name': 'J', 'screen_name': 'joxemik', 'location': 'Madrid', 'url': None, 'description': 'Vivo, diseño y hablo por los codos!', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 51, 'friends_count': 195, 'listed_count': 0, 'favourites_count': 1388, 'statuses_count': 1123, 'created_at': 'Tue Nov 17 15:55:31 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_link_color': 'FA743E', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1011948999941779456/OyknJqFk_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1011948999941779456/OyknJqFk_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/90656691/1412262603', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Madrid,"(-4.579175, 39.884537)",Madrid,yes
13,17,2019-04-06 00:40:12.000,1.114326906806186e+18,1.114326906806186e+18,es,"{'id': '0b9876f86cd1a381', 'url': 'https://api.twitter.com/1.1/geo/id/0b9876f86cd1a381.json', 'place_type': 'city', 'name': 'Parla', 'full_name': 'Parla, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.8075200000000002, 40.202103], [-3.8075200000000002, 40.255894], [-3.733381, 40.255894], [-3.733381, 40.202103]]]}, 'attributes': {}}",@notengomegas Ta raro ese pollo,"{'id': 66446955, 'id_str': '66446955', 'name': 'Zapa', 'screen_name': 'Zapatinhas', 'location': 'Jerusalén, Israel', 'url': None, 'description': 'Vine a quejarme y me quedé por los memes.', 'translator_type': 'regular', 'protected': False, 'verified': False, 'followers_count': 560, 'friends_count': 252, 'listed_count': 10, 'favourites_count': 14211, 'statuses_count': 27978, 'created_at': 'Mon Aug 17 18:48:58 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '7FDBB6', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme16/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme16/bg.gif', 'profile_background_tile': True, 'profile_link_color': '7FDBB6', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1103373385713831938/f480-alw_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1103373385713831938/f480-alw_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/66446955/1551899558', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Parla,"(-3.8075200000000002, 40.202103)",Madrid,yes
14,18,2019-04-06 00:43:11.000,1.1143276563114598e+18,1.1143276563114598e+18,es,"{'id': '80e7db36670c9975', 'url': 'https://api.twitter.com/1.1/geo/id/80e7db36670c9975.json', 'place_type': 'city', 'name': 'Ávila', 'full_name': 'Ávila, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.816598, 40.560569], [-4.816598, 40.752618], [-4.453278, 40.752618], [-4.453278, 40.560569]]]}, 'attributes': {}}","@324cat Los OBISPOS  que dejen en
Paz al Pueblo. 
Que ya nos Joden bastante
Con lo pasta que les regala
El ESTADO… https://t.co/3fWt2opnqO","{'id': 963454508796993537, 'id_str': '963454508796993537', 'name': 'María Pilar Fernández Perez', 'screen_name': 'MaraPilarFernn3', 'location': None, 'url': None, 'description': ""No me gustan las injusticias\nAnti PP anti C's anti VOX antifranquista"", 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 4381, 'friends_count': 5002, 'listed_count': 8, 'favourites_count': 13579, 'statuses_count': 31736, 'created_at': 'Tue Feb 13 16:47:09 +0000 2018', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1080963470185512961/cxMn8PJc_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1080963470185512961/cxMn8PJc_normal.jpg', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Ávila,"(-4.816598, 40.560569)",Castilla y León,yes
