,Unnamed: 0,Unnamed: 0.1,created_at,id,id_str,lang,place,text,user,Country,City,Coordinates,ComunidadAutonoma,IsFood,Foods,Calorias,Hidratos de Carbono,Grasas,Proteinas,Colesterol,Fibra,Categorías
0,4,6,2019-04-20 00:10:03.000,1.119392749416063e+18,1.119392749416063e+18,es,"{'id': 'f68227769e30abbc', 'url': 'https://api.twitter.com/1.1/geo/id/f68227769e30abbc.json', 'place_type': 'city', 'name': 'San Fernando', 'full_name': 'San Fernando, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.242412, 36.387184], [-6.242412, 36.510518], [-6.168347, 36.510518], [-6.168347, 36.387184]]]}, 'attributes': {}}",Helado de chocolate 🤤,"{'id': 2964214241, 'id_str': '2964214241', 'name': '✿nuria', 'screen_name': 'rubiiele', 'location': None, 'url': None, 'description': 'XXII                    \n                                                                                                 Ser como todos es no ser nadie.', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 102, 'friends_count': 143, 'listed_count': 1, 'favourites_count': 1672, 'statuses_count': 1001, 'created_at': 'Tue Jan 06 14:24:53 +0000 2015', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1115766323957596160/Fs22_6VW_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1115766323957596160/Fs22_6VW_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2964214241/1554854028', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,San Fernando,"(-6.242412, 36.387184)",Andalucía,yes,"['Helado', 'chocolate']",499.33,87.42999999999999,41.53,11.09,54.0,1.73,"['Productos lacteos', 'Dulces']"
1,5,7,2019-04-20 00:10:52.000,1.1193929553438024e+18,1.1193929553438024e+18,es,"{'id': 'cbdb0e7018443220', 'url': 'https://api.twitter.com/1.1/geo/id/cbdb0e7018443220.json', 'place_type': 'city', 'name': 'Murcia', 'full_name': 'Murcia, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-1.385233, 37.715968], [-1.385233, 38.117714], [-0.850358, 38.117714], [-0.850358, 37.715968]]]}, 'attributes': {}}",@NetflixES El único objetivo es trincar pasta...,"{'id': 274167678, 'id_str': '274167678', 'name': 'Ramón Garcia', 'screen_name': 'ramonobix', 'location': 'Región de Murcia, España', 'url': 'https://www.instagram.com/p/Btx4SW_BPRX/?utm_source=ig_share_sheet&igshid=1rx7qx8vtqaai', 'description': 'Cuando muera tendre biografía,mientras tanto se está escribiendo.\nTécnico de teleco.\nAccionista del Real Murcia.\n🇪🇸', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 1138, 'friends_count': 1950, 'listed_count': 5, 'favourites_count': 24314, 'statuses_count': 20563, 'created_at': 'Tue Mar 29 21:26:14 +0000 2011', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1119194757069144065/pavPEuQn_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1119194757069144065/pavPEuQn_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/274167678/1551565241', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Murcia,"(-1.385233, 37.715968)",Murcia,yes,['pasta'],252.0,47.44,2.26,9.35,30.0,4.58,['Cereales y derivados']
2,7,9,2019-04-20 00:13:23.000,1.1193935880755324e+18,1.1193935880755324e+18,es,"{'id': '219b1d1f289e5fe7', 'url': 'https://api.twitter.com/1.1/geo/id/219b1d1f289e5fe7.json', 'place_type': 'city', 'name': 'Santanyí', 'full_name': 'Santanyí, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.027687, 39.264474], [3.027687, 39.411513], [3.240555, 39.411513], [3.240555, 39.264474]]]}, 'attributes': {}}",Voy a dormir pq quiero sea mañana ya para desayunar chipa con leche,"{'id': 1084407757531430912, 'id_str': '1084407757531430912', 'name': 'Anthony', 'screen_name': 'cabanxas', 'location': 'Baleares, Islas Baleares', 'url': None, 'description': 'Ay wey 🤙\n\nInstagram: anthony_cabanxas', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 132, 'friends_count': 278, 'listed_count': 0, 'favourites_count': 533, 'statuses_count': 421, 'created_at': 'Sun Jan 13 11:12:11 +0000 2019', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1115968801584177159/KUnkJxKz_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1115968801584177159/KUnkJxKz_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1084407757531430912/1547378307', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Santanyí,"(3.027687, 39.264474)",Islas Baleares,yes,['leche'],65.0,4.7,3.8,3.06,14.0,0.0,['Productos lacteos']
3,8,10,2019-04-20 00:15:15.000,1.1193940568770396e+18,1.1193940568770396e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",La campaña de Sánchez va a terminar como una de esas siestas con gazpacho en las que al final se cuela la mosca de… https://t.co/Mw1vV37oOL,"{'id': 522523887, 'id_str': '522523887', 'name': 'Luis Miguel Fuentes', 'screen_name': 'LuisMFuentes70', 'location': 'Madrid, España', 'url': 'http://luismiguelfuentes.blogspot.com.es/', 'description': ""Articulista y escritor. Columnista de El Mundo y El Independiente. También en The Objective. Autor de 'Como llueve en las despedidas' (Seleer)"", 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 2038, 'friends_count': 1195, 'listed_count': 74, 'favourites_count': 12628, 'statuses_count': 46175, 'created_at': 'Mon Mar 12 19:39:46 +0000 2012', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_link_color': '009999', 'profile_sidebar_border_color': 'EEEEEE', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/813369783718727680/hlslVMpo_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/813369783718727680/hlslVMpo_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/522523887/1470401022', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['gazpacho'],34.0,1.6,2.8,0.6,0.0,0.2,['Sopas']
4,12,14,2019-04-20 00:19:34.000,1.1193951457602436e+18,1.1193951457602436e+18,es,"{'id': '590e9f3315ea23a7', 'url': 'https://api.twitter.com/1.1/geo/id/590e9f3315ea23a7.json', 'place_type': 'city', 'name': 'Santander', 'full_name': 'Santander, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889051, 43.434462], [-3.889051, 43.494818], [-3.763247, 43.494818], [-3.763247, 43.434462]]]}, 'attributes': {}}",Andaría necesitando de una cerveza,"{'id': 1733404903, 'id_str': '1733404903', 'name': 'kun', 'screen_name': 'AgusDCunha', 'location': 'Snapchat -dacunhaa98 ', 'url': 'https://instagram.com/aguscunha', 'description': 'Dejar de jugar al fútbol por miedo de hacerlo mal, es como vivir con miedo a morir', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 541, 'friends_count': 330, 'listed_count': 2, 'favourites_count': 4912, 'statuses_count': 50427, 'created_at': 'Thu Sep 05 23:23:51 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '009999', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '252429', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1091879379335110656/qSRBWcNr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1091879379335110656/qSRBWcNr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1733404903/1554755336', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Santander,"(-3.889051, 43.434462)",Cantabria,yes,['cerveza'],42.0,3.12,0.0,0.5,0.0,0.0,['Bebidas Alcoholicas']
5,15,17,2019-04-20 00:23:01.000,1.1193960108060836e+18,1.1193960108060836e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}",#BoxeoEnGol hoy paté de hígado para todos!!!!😉,"{'id': 829128414288367616, 'id_str': '829128414288367616', 'name': 'Albert Casademont Ri', 'screen_name': 'casademont_ri', 'location': 'Barcelona, España', 'url': None, 'description': 'guerreando !!!', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 47, 'friends_count': 184, 'listed_count': 0, 'favourites_count': 8615, 'statuses_count': 3217, 'created_at': 'Wed Feb 08 00:43:13 +0000 2017', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/832052376160890881/2z-NNLQ2_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/832052376160890881/2z-NNLQ2_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/829128414288367616/1506327419', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,"['té', 'paté', 'hígado']",463.0,14.95,35.065400000000004,35.72,595.0,0.0,"['Bebidas', 'Productos avicolas', 'Carnes']"
6,18,20,2019-04-20 00:32:33.000,1.1193984132237804e+18,1.1193984132237804e+18,es,"{'id': '071a52d3a927a1b8', 'url': 'https://api.twitter.com/1.1/geo/id/071a52d3a927a1b8.json', 'place_type': 'city', 'name': 'Valencia', 'full_name': 'Valencia, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.43254499999999996, 39.278381], [-0.43254499999999996, 39.566588], [-0.272513, 39.566588], [-0.272513, 39.278381]]]}, 'attributes': {}}",El pavo de la 100 en pueblo está en la 92 Nuketown https://t.co/uL7tBiDOW5,"{'id': 378285995, 'id_str': '378285995', 'name': 'iGenTrickz', 'screen_name': 'iGenTrickZ', 'location': 'Valencia', 'url': 'https://www.twitch.tv/igentrickz', 'description': 'El calvo favorito de tu calvo favorito.  Bussines contact: iGenTrickZ@gmail.com', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 2805, 'friends_count': 95, 'listed_count': 4, 'favourites_count': 5605, 'statuses_count': 12039, 'created_at': 'Thu Sep 22 23:25:25 +0000 2011', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': False, 'profile_link_color': 'ABB8C2', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1023557050310246403/0SxaA571_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1023557050310246403/0SxaA571_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/378285995/1473684991', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Valencia,"(-0.43254499999999996, 39.278381)",Comunidad Valenciana,yes,['pavo'],119.0,0.0,2.86,21.77,65.0,0.0,['Productos avicolas']
7,19,21,2019-04-20 00:36:05.000,1.1193993029152932e+18,1.1193993029152932e+18,es,"{'id': '74726fb3c92d7037', 'url': 'https://api.twitter.com/1.1/geo/id/74726fb3c92d7037.json', 'place_type': 'city', 'name': 'Badajoz', 'full_name': 'Badajoz, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-7.1602879999999995, 38.554325], [-7.1602879999999995, 39.194551], [-6.552066, 39.194551], [-6.552066, 38.554325]]]}, 'attributes': {}}","@Diego_FDM @navedelmisterio @carmenporter_ la galleta frita son dos galletas bañadas en leche rellenas de crema, fr… https://t.co/Ut0v9emc1M","{'id': 421225638, 'id_str': '421225638', 'name': 'Raquel', 'screen_name': 'rakytxus', 'location': 'Badajoz', 'url': None, 'description': 'Ama lo que tienes,porque solo sabes lo que has tenido cuando lo has perdido', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 40, 'friends_count': 87, 'listed_count': 1, 'favourites_count': 199, 'statuses_count': 972, 'created_at': 'Fri Nov 25 17:27:58 +0000 2011', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '352726', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme5/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme5/bg.gif', 'profile_background_tile': False, 'profile_link_color': 'D02B55', 'profile_sidebar_border_color': '829D5E', 'profile_sidebar_fill_color': '99CC33', 'profile_text_color': '3E4415', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1090026275287240711/Vc6P_dvu_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1090026275287240711/Vc6P_dvu_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/421225638/1360079548', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Badajoz,"(-7.1602879999999995, 38.554325)",Extremadura,yes,"['leche', 'galletas', 'crema']",707.0,91.31,30.93,14.72,184.17000000000002,3.51,"['Productos lacteos', 'Dulces', 'Productos lacteos']"
8,20,22,2019-04-20 00:36:20.000,1.1193993635776143e+18,1.1193993635776143e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}",Me gusta la música que dice algo. Soy fanático del queso. Hablo con el mar siempre que puedo. Disfruto del arte y d… https://t.co/Gzw6mebGrQ,"{'id': 895834220970614784, 'id_str': '895834220970614784', 'name': 'Juan', 'screen_name': 'eldramas', 'location': 'Barcelona, España', 'url': 'http://instagram.com/juansebajtian', 'description': None, 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 58, 'friends_count': 334, 'listed_count': 0, 'favourites_count': 651, 'statuses_count': 841, 'created_at': 'Fri Aug 11 02:28:16 +0000 2017', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1117423325016358912/fXDpCAic_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1117423325016358912/fXDpCAic_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/895834220970614784/1520368828', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,['queso'],450.0,0.51,34.0,35.77,74.4,0.0,['Productos lacteos']
9,22,25,2019-04-20 00:39:30.000,1.1194001608518944e+18,1.1194001608518944e+18,es,"{'id': '8dedc021ccbff4ea', 'url': 'https://api.twitter.com/1.1/geo/id/8dedc021ccbff4ea.json', 'place_type': 'city', 'name': 'Mazarrón', 'full_name': 'Mazarrón, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-1.475708, 37.517376], [-1.475708, 37.723892], [-1.208218, 37.723892], [-1.208218, 37.517376]]]}, 'attributes': {}}",Quiero ramen,"{'id': 2837140257, 'id_str': '2837140257', 'name': '시작처럼', 'screen_name': 'KowaiAlba', 'location': 'Evelin.', 'url': 'https://twitter.com/cfclaim', 'description': 'No se que poner aquí pero hola.\n시작처럼 - 김 민규', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 633, 'friends_count': 871, 'listed_count': 20, 'favourites_count': 92132, 'statuses_count': 104217, 'created_at': 'Sun Oct 19 13:09:01 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_link_color': '89C9FA', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1118931468061954053/vkz9Fwht_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1118931468061954053/vkz9Fwht_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2837140257/1541782608', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Mazarrón,"(-1.475708, 37.517376)",Murcia,yes,['ramen'],436.0,126.0,32.0,20.0,0.0,2.3,['Cereales y derivados']
